
1233733476	63	1.070000	0.000000	0.000000	100.00	100.00	0.000000e+000	div(((g)*(c)+v)-(g),div(x,g))
1233733587	1953	175.450000	0.000063	0.000128	100.00	27.00	0.000000e+000	div(v,((c)-(v))-(div(g,v)))
1233733645	2015	179.070000	0.000104	0.000297	100.00	19.00	0.000000e+000	div(p+div((c)*(c),(c)*((div(g,((c)-(x))-((p)*(v))))*(x))),div(c,g))
1233733650	1984	175.640000	0.000095	0.000249	100.00	24.00	0.000000e+000	div(g,x+g+(x)*((c)*(div(g,c)))+p)+v
1233733658	1969	174.270000	0.000124	0.000325	100.00	28.00	0.000000e+000	(((c)*(c+((g)-(v))-(g)))-(p))-(div(div(v,g),(c)*((x)*(g))))
1233733779	6828	635.320000	0.000000	0.000000	100.00	97.00	0.000000e+000	div(g,g+g+v)
1233736733	22250	2000.000000	0.000009	0.000018	100.00	0.00	1.953537e-011	div(((g)*(x))*(c),(div((x)-(g),v))-(g))+g+(g)-(p)
1233736810	22343	2000.000000	0.000008	0.000019	100.00	0.00	3.869891e-010	(p)-((div(div(g,v),div(g,v)))-((x)*(((g)*((p)*(div(p,c))))*((div(p,c))-(p)))))
1233736883	62421	2000.000000	0.000001	0.000004	100.00	0.00	7.517142e-011	div(v,x)+((p)-(div(p,(p)-((p)-(g)))))*(c)
1233737314	62218	2000.000000	0.000001	0.000002	100.00	0.00	1.332268e-014	(((g)-(x))-((x)*((v)-(g)+(p)*(x))))-((v)*(p))
1233737400	63734	2000.000000	0.000001	0.000001	100.00	0.00	1.687650e-011	((div(p,x))-(x))*(((c)*(x))*(x))
1233737690	23000	2000.000000	0.000007	0.000014	100.00	0.00	1.579830e-010	p
1233737791	6390	589.440000	0.000000	0.000000	100.00	97.00	0.000000e+000	(div(div(p,(x+p)-(x)),(x+(x)*(x))-((v)*(p))))-(x)
1233737820	9109	301.270000	0.000000	0.000000	100.00	100.00	0.000000e+000	div(p,p+(div(g,(x)*((g)*(p)))+x+g+(x)-(p))*(p))
1233738003	60578	2000.000000	0.875000	0.000000	100.00	0.00	8.750000e-001	(x)*((g)-((p)*(div(c,(g)-(v))+(p)-((v)-(c)))))+p
1233738276	60406	2000.000000	0.000000	0.000000	100.00	0.00	1.072475e-013	p+p+div(x,(c)-(x))
1233739351	63469	2000.000000	0.000002	0.000003	100.00	0.00	1.715474e-007	v
1233740259	250	1.450000	-1.#IND00	-1.#IND00	100.00	100.00	-1.#IND00e+000	v
1233740429	59203	1812.840000	0.000235	0.000372	100.00	22.00	0.000000e+000	(((v)*(c+x))-((x)*(div(g,p+(g)-(p+(v)-(p)))))+v)-(x)
1233745187	77391	1863.430000	0.000261	0.000493	100.00	16.00	0.000000e+000	((div(v,((div(p,(x+x)-(p+p)))-((v)-(p)))-(x)))-((v)-(p)))-(x)
1233745423	74391	1785.180000	0.000269	0.000482	100.00	19.00	0.000000e+000	((p+(div(g,g))-(v))-(div(g,v)))-(x)
1233745627	11203	322.070000	0.000000	0.000000	100.00	100.00	0.000000e+000	((x)-(g+div(p,v+p+p))+g)-(div(v,(c)*(div(v,g))))
1233745868	70843	2000.000000	0.000000	0.000001	100.00	0.00	2.797196e-011	((p)-(((g)-(g))-(c)))*(g)
1233746502	70875	2000.000000	0.000001	0.000003	100.00	0.00	1.984191e-012	((p)-(p+g))-(((p)-(c+x))-(x))
1233746782	12500	362.100000	0.000000	0.000000	100.00	100.00	0.000000e+000	x+div((p)*(div(g,p+x+v)),p+g)
1233750112	8328	252.240000	0.000000	0.000000	100.00	100.00	0.000000e+000	div((g+p)-(p),g+(p)-(x))
1233750364	66766	2000.000000	0.000001	0.000001	100.00	0.00	6.228573e-012	(v)-((c)-(g))
1233751019	67453	2000.000000	0.000000	0.000001	100.00	0.00	7.616130e-014	((v)-(((g)-(p))*(c)))*((c)-((x)-(c)+c))+g
1233751110	8421	246.350000	0.000000	0.000000	100.00	100.00	0.000000e+000	x+div(p,g+p)
1233751284	66156	2000.000000	0.000000	0.000000	100.00	0.00	7.160939e-013	(div(p,(x)*(div((v)-(c),(p)*(div(p,c))+g))))-((c)-(v+(g)*(c)))
1233751413	66641	2000.000000	0.000001	0.000002	100.00	0.00	1.716179e-007	(p)-((div((p)*((g)*(g)),div(g,(p+x)-(x))))*(g))
1233751591	64516	1782.580000	0.000214	0.000355	100.00	23.00	0.000000e+000	(p)-(x)
1233764254	42656	1221.400000	0.000001	0.000005	100.00	59.00	0.000000e+000	div((v)-(x),x+div(g,p))
1233764625	67453	2000.000000	0.000005	0.000009	100.00	0.00	3.811336e-009	((v)-(div(g,((x)*((g)-((g)-(div(v,v)))))-(((x)-(g+p))*(x)))))-((x)*(v))
1233764849	67438	2000.000000	0.000017	0.000097	100.00	0.00	4.860838e-009	div(g,div(p,div((c)-(p),(v)*(c)))+g)
1233764966	64015	2000.000000	0.000006	0.000010	100.00	0.00	2.148641e-009	(div(x,div(x+p,x+p)+x))-(x)
1233768981	64094	2000.000000	0.000006	0.000011	100.00	0.00	3.376060e-009	((x)-(x))-(x)+(div((c)*(v)+x,div(p,v)+x))-((p)-(p))+(v)*(p)
1233769080	65594	2000.000000	0.000010	0.000012	100.00	0.00	1.538852e-007	(x)*(div(div(x,p),x)+div(div(g,g),(((c)*(v))-(x))-((div(p,(c)-(v)))-(g))))
1233769507	84844	2000.000000	0.005127	0.005701	100.00	0.00	7.788892e-005	((x)-(x)+div((g)*(g),p))-(x)
1233769830	66813	2000.000000	0.000001	0.000004	100.00	0.00	5.139567e-011	div(div(((g)*(g))-(p),c),c)
1233769935	22953	2000.000000	0.000010	0.000025	100.00	0.00	1.145726e-009	(x)-(c)
1233770115	69031	2000.000000	0.000002	0.000005	100.00	0.00	1.715489e-007	div((g)*(g),p)
1233771311	135344	4000.000000	0.000000	0.000001	100.00	0.00	1.715465e-007	g
